"","name","followers","popularity","uri","link","genres"
"7607","Emma Louise",59266,56,"spotify:artist:1A96iePIMNFBjLrjXEl718","https://api.spotify.com/v1/artists/1A96iePIMNFBjLrjXEl718","australian indie,brisbane indie"
"7608","Broods",440738,62,"spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS","https://api.spotify.com/v1/artists/5r5Va4lVQ1zjEfbJSrmCsS","art pop,auckland indie,electropop,etherpop,indie electropop,indie pop,indie poptimism,indietronica,metropopolis,nz pop,pop,shimmer pop,tropical house,vapor soul"
"7609","Carmada",19625,41,"spotify:artist:4R3mzuQZhfwDkjdE1wx31O","https://api.spotify.com/v1/artists/4R3mzuQZhfwDkjdE1wx31O","aussietronica"
"7610","Kim Churchill",38656,49,"spotify:artist:0ZmJRBCKYicwq9n4FjZpho","https://api.spotify.com/v1/artists/0ZmJRBCKYicwq9n4FjZpho","australian indie,australian singer-songwriter"
"7611","Jamie T",322302,61,"spotify:artist:3Rsr4Z96O6U3lToOiV3zBh","https://api.spotify.com/v1/artists/3Rsr4Z96O6U3lToOiV3zBh","modern rock,new rave,rock"
"7612","Milky Chance",1399175,76,"spotify:artist:1hzfo8twXdOegF3xireCYs","https://api.spotify.com/v1/artists/1hzfo8twXdOegF3xireCYs","german pop"
"7613","FKA twigs",742023,72,"spotify:artist:6nB0iY1cjSY1KyhYyuIIKH","https://api.spotify.com/v1/artists/6nB0iY1cjSY1KyhYyuIIKH","afrofuturism,art pop,dance pop,electropop,escape room,pop,trip hop"
"7614","Meg Mac",106755,53,"spotify:artist:4faUajx9k93O56nlmpkOuz","https://api.spotify.com/v1/artists/4faUajx9k93O56nlmpkOuz","australian hip hop,australian indie,australian pop"
"7615","DMA'S",180295,64,"spotify:artist:1iUTUix5kea176M0uJTsh4","https://api.spotify.com/v1/artists/1iUTUix5kea176M0uJTsh4","australian hip hop,australian indie,modern rock"
"7616","TV On The Radio",465550,62,"spotify:artist:3HJIB8sYPyxrFGuwvKXSLR","https://api.spotify.com/v1/artists/3HJIB8sYPyxrFGuwvKXSLR","alternative dance,alternative rock,brooklyn indie,dance-punk,indie pop,indie rock,indietronica,modern rock,new rave,rock"
"7617","Vance Joy",2186121,78,"spotify:artist:10exVja0key0uqUkk6LJRT","https://api.spotify.com/v1/artists/10exVja0key0uqUkk6LJRT","folk-pop,modern rock,pop,pop rock"
"7618","Courtney Barnett",433269,60,"spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y","https://api.spotify.com/v1/artists/4OOlG5eBXSkSAAEeKjJb5Y","art pop,australian indie,indie pop,indie rock,melbourne indie"
"7619","Flight Facilities",356846,63,"spotify:artist:1lc8mnyGrCLtPhCoWjRxjM","https://api.spotify.com/v1/artists/1lc8mnyGrCLtPhCoWjRxjM","alternative dance,aussietronica,australian dance,australian indie,indie soul,nu disco"
"7620","Reggie Watts",56321,45,"spotify:artist:3ni9LX95aVQksOuoHFEbEx","https://api.spotify.com/v1/artists/3ni9LX95aVQksOuoHFEbEx","comic"
"7621","Kendrick Lamar",15643686,90,"spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg","conscious hip hop,hip hop,rap,west coast rap"
"7622","CHVRCHES",1165854,72,"spotify:artist:3CjlHNtplJyTf9npxaPl5w","https://api.spotify.com/v1/artists/3CjlHNtplJyTf9npxaPl5w","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop"
"7623","Caribou",503664,65,"spotify:artist:4aEnNH9PuU1HF3TsZTru54","https://api.spotify.com/v1/artists/4aEnNH9PuU1HF3TsZTru54","alternative dance,chillwave,electronica,electropop,folktronica,indie rock,indie soul,indietronica,intelligent dance music,new rave"
"7624","Kingswood",41812,44,"spotify:artist:4zOw0E0NA7B4lIYyc3XNt5","https://api.spotify.com/v1/artists/4zOw0E0NA7B4lIYyc3XNt5","australian hip hop,australian indie"
"7625","Hilltop Hoods",600856,70,"spotify:artist:7dlqUnjoF2U2DkNDMhcgG4","https://api.spotify.com/v1/artists/7dlqUnjoF2U2DkNDMhcgG4","australian hip hop,australian pop"
"7626","Ball Park Music",105929,55,"spotify:artist:1ououJVWgWsHWMYDLvT7sH","https://api.spotify.com/v1/artists/1ououJVWgWsHWMYDLvT7sH","australian garage punk,australian indie,australian pop,brisbane indie"
"7627","Röyksopp",652023,65,"spotify:artist:5nPOO9iTcrs9k6yFffPxjH","https://api.spotify.com/v1/artists/5nPOO9iTcrs9k6yFffPxjH","alternative dance,big beat,downtempo,electronica,electropop,trip hop"
"7628","Childish Gambino",7002258,81,"spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","https://api.spotify.com/v1/artists/73sIBHcqh3Z3NyqHKZ7FOL","atl hip hop,hip hop,pop rap,rap"
"7629","Andy Bull",13617,33,"spotify:artist:5O83Dn8cY3RNwhQKADA175","https://api.spotify.com/v1/artists/5O83Dn8cY3RNwhQKADA175","australian indie"
"7630","Angus & Julia Stone",1054519,72,"spotify:artist:4tvKz56Tr39bkhcQUTO0Xr","https://api.spotify.com/v1/artists/4tvKz56Tr39bkhcQUTO0Xr","australian indie folk,indie folk,stomp and holler"
"7631","The War On Drugs",623889,65,"spotify:artist:6g0mn3tzAds6aVeUYRsryU","https://api.spotify.com/v1/artists/6g0mn3tzAds6aVeUYRsryU","indie rock,modern rock,philly indie"
"7632","The Amity Affliction",477944,66,"spotify:artist:6kNKUYGn6VNGsRoXmyoDPK","https://api.spotify.com/v1/artists/6kNKUYGn6VNGsRoXmyoDPK","australian metalcore,melodic metalcore,metalcore,screamo"
"7633","Allday",88394,60,"spotify:artist:2Ltr0s15RyvsjqWzSmiSRs","https://api.spotify.com/v1/artists/2Ltr0s15RyvsjqWzSmiSRs","australian hip hop,australian pop,australian trap"
"7634","clipping.",140906,55,"spotify:artist:5HJ2kX5UTwN4Ns8fB5Rn1I","https://api.spotify.com/v1/artists/5HJ2kX5UTwN4Ns8fB5Rn1I","alternative hip hop,escape room,experimental hip hop,industrial hip hop"
"7635","Cocc Pistol Cree",984,33,"spotify:artist:0tGUF1U1Vwgpq45B2QmqjA","https://api.spotify.com/v1/artists/0tGUF1U1Vwgpq45B2QmqjA","trap queen"
"7636","Jungle",531037,67,"spotify:artist:59oA5WbbQvomJz2BuRG071","https://api.spotify.com/v1/artists/59oA5WbbQvomJz2BuRG071","indie soul,uk contemporary r&b"
"7637","Bring Me The Horizon",3200720,80,"spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","https://api.spotify.com/v1/artists/1Ffb6ejR6Fe5IamqA5oRUF","melodic metalcore,metalcore,uk metalcore"
"7638","The Smith Street Band",79369,51,"spotify:artist:6DW1Yqi5B34jRtn9hPLvFp","https://api.spotify.com/v1/artists/6DW1Yqi5B34jRtn9hPLvFp","aussie emo,australian garage punk,australian indie"
"7639","Odd Mob",22215,50,"spotify:artist:4qLwtWhlhyAoQ4S9mSrDW9","https://api.spotify.com/v1/artists/4qLwtWhlhyAoQ4S9mSrDW9","aussietronica"
"7640","The Amity Affliction",477944,66,"spotify:artist:6kNKUYGn6VNGsRoXmyoDPK","https://api.spotify.com/v1/artists/6kNKUYGn6VNGsRoXmyoDPK","australian metalcore,melodic metalcore,metalcore,screamo"
"7641","Run The Jewels",801536,70,"spotify:artist:4RnBFZRiMLRyZy0AzzTg2C","https://api.spotify.com/v1/artists/4RnBFZRiMLRyZy0AzzTg2C","hip hop,political hip hop"
"7642","Zack De La Rocha",56973,55,"spotify:artist:1jKpNUjiz4KXgaAZD5FI9S","https://api.spotify.com/v1/artists/1jKpNUjiz4KXgaAZD5FI9S","industrial hip hop,political hip hop"
"7643","Röyksopp",652023,65,"spotify:artist:5nPOO9iTcrs9k6yFffPxjH","https://api.spotify.com/v1/artists/5nPOO9iTcrs9k6yFffPxjH","alternative dance,big beat,downtempo,electronica,electropop,trip hop"
"7644","Robyn",680420,69,"spotify:artist:6UE7nl9mha6s8z0wFQFIZ2","https://api.spotify.com/v1/artists/6UE7nl9mha6s8z0wFQFIZ2","art pop,dance pop,electropop,europop,pop,pop rock,scandipop,swedish electropop,swedish pop"
"7645","Duke Dumont",583795,72,"spotify:artist:61lyPtntblHJvA7FMMhi7E","https://api.spotify.com/v1/artists/61lyPtntblHJvA7FMMhi7E","dance pop,destroy techno,disco house,edm,house,progressive house,tropical house,uk dance"
"7646","Jax Jones",810490,77,"spotify:artist:4Q6nIcaBED8qUel8bBx6Cr","https://api.spotify.com/v1/artists/4Q6nIcaBED8qUel8bBx6Cr","dance pop,edm,electro house,house,pop,pop rap,tropical house,uk dance"
"7647","360",147512,56,"spotify:artist:3vn7rk7VNMfDhuZNB9sDYP","https://api.spotify.com/v1/artists/3vn7rk7VNMfDhuZNB9sDYP","australian hip hop,australian pop,australian underground hip hop"
"7648","PEZ",21080,50,"spotify:artist:0nqejKHUiWWMRltB0Cx5xq","https://api.spotify.com/v1/artists/0nqejKHUiWWMRltB0Cx5xq","australian hip hop,australian trap,rock nacional"
"7649","Kingswood",41812,44,"spotify:artist:4zOw0E0NA7B4lIYyc3XNt5","https://api.spotify.com/v1/artists/4zOw0E0NA7B4lIYyc3XNt5","australian hip hop,australian indie"
"7650","Highasakite",96610,57,"spotify:artist:5awQWdBpLqN2KFVRN8w56T","https://api.spotify.com/v1/artists/5awQWdBpLqN2KFVRN8w56T","norwegian indie,norwegian pop,norwegian rock"
"7651","Thundamentals",106747,58,"spotify:artist:7ymhGfvQPQLHU20RovzLMJ","https://api.spotify.com/v1/artists/7ymhGfvQPQLHU20RovzLMJ","australian hip hop,australian indie,australian pop"
"7652","Jack White",1076670,62,"spotify:artist:4FZ3j1oH43e7cukCALsCwf","https://api.spotify.com/v1/artists/4FZ3j1oH43e7cukCALsCwf","alternative rock,blues rock,garage rock,garage rock revival,modern blues rock,modern rock,punk blues,rock"
"7653","Rise Against",2214204,76,"spotify:artist:6Wr3hh341P84m3EI8qdn9O","https://api.spotify.com/v1/artists/6Wr3hh341P84m3EI8qdn9O","chicago hardcore,chicago punk,hardcore punk,pop punk,punk"
"7654","The Avener",243333,64,"spotify:artist:0e6qzpphJHtObTSwD75mi0","https://api.spotify.com/v1/artists/0e6qzpphJHtObTSwD75mi0","deep euro house,new french touch,tropical house"
"7655","Phoebe Killdeer",4574,57,"spotify:artist:318VpIRUWele6jD0k3ldkT","https://api.spotify.com/v1/artists/318VpIRUWele6jD0k3ldkT",NA
"7656","Hopium",5467,28,"spotify:artist:3DXcwp1aG9wMyxWIAlysmF","https://api.spotify.com/v1/artists/3DXcwp1aG9wMyxWIAlysmF","australian electropop"
"7657","Phoebe Lou",102,25,"spotify:artist:4h4QfumD8wt6RRLvgu58p5","https://api.spotify.com/v1/artists/4h4QfumD8wt6RRLvgu58p5",NA
"7658","British India",65756,45,"spotify:artist:7FbzGvWpjaY6o3AkdWoZVO","https://api.spotify.com/v1/artists/7FbzGvWpjaY6o3AkdWoZVO","australian alternative rock,australian indie,garage rock revival"
"7659","Foo Fighters",8025267,81,"spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","https://api.spotify.com/v1/artists/7jy3rLJdDQY21OgRLCZ9sD","alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
"7660","CHVRCHES",1165854,72,"spotify:artist:3CjlHNtplJyTf9npxaPl5w","https://api.spotify.com/v1/artists/3CjlHNtplJyTf9npxaPl5w","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop"
"7661","Sticky Fingers",714045,72,"spotify:artist:3ZGr7nQBXDU2WhyXgRVbt0","https://api.spotify.com/v1/artists/3ZGr7nQBXDU2WhyXgRVbt0","australian reggae fusion,reggae fusion"
"7662","Briggs",21756,42,"spotify:artist:7w4WTXFJlYzm8Zv90ilzfu","https://api.spotify.com/v1/artists/7w4WTXFJlYzm8Zv90ilzfu","australian hip hop,australian indigenous,australian underground hip hop"
"7663","DZ Deathrays",54418,47,"spotify:artist:0qGPycvPHafmEPTOm4M7Tu","https://api.spotify.com/v1/artists/0qGPycvPHafmEPTOm4M7Tu","australian garage punk,australian hip hop,australian indie,brisbane indie,dance-punk,modern rock"
"7664","Cold War Kids",670345,66,"spotify:artist:6VDdCwrBM4qQaGxoAyxyJC","https://api.spotify.com/v1/artists/6VDdCwrBM4qQaGxoAyxyJC","indie pop,indie rock,modern alternative rock,modern rock,piano rock,pop rock,rock,stomp and holler"
"7665","Thundamentals",106747,58,"spotify:artist:7ymhGfvQPQLHU20RovzLMJ","https://api.spotify.com/v1/artists/7ymhGfvQPQLHU20RovzLMJ","australian hip hop,australian indie,australian pop"
"7666","Solo",3093,25,"spotify:artist:4UG2aBxhQdifpaEWnA1VRD","https://api.spotify.com/v1/artists/4UG2aBxhQdifpaEWnA1VRD",NA
"7667","One Day",15296,37,"spotify:artist:0DC0A2HrrvnY5NafcPzJbC","https://api.spotify.com/v1/artists/0DC0A2HrrvnY5NafcPzJbC","australian hip hop,australian reggae fusion"
"7668","Vance Joy",2186121,78,"spotify:artist:10exVja0key0uqUkk6LJRT","https://api.spotify.com/v1/artists/10exVja0key0uqUkk6LJRT","folk-pop,modern rock,pop,pop rock"
"7669","Sticky Fingers",714045,72,"spotify:artist:3ZGr7nQBXDU2WhyXgRVbt0","https://api.spotify.com/v1/artists/3ZGr7nQBXDU2WhyXgRVbt0","australian reggae fusion,reggae fusion"
"7670","Thelma Plum",67461,59,"spotify:artist:0C6qzW0Am8OVyHSoT57fnC","https://api.spotify.com/v1/artists/0C6qzW0Am8OVyHSoT57fnC","australian hip hop,australian indie,australian indigenous,australian pop"
"7671","SAFIA",110737,56,"spotify:artist:1y07gMlsfAdz2KOvZzyUTB","https://api.spotify.com/v1/artists/1y07gMlsfAdz2KOvZzyUTB","australian indie,australian pop"
"7672","Japanese Wallpaper",24630,53,"spotify:artist:2xUsnfrcs3h2FzdRQvGmGM","https://api.spotify.com/v1/artists/2xUsnfrcs3h2FzdRQvGmGM","australian indie,australian pop,indie dream pop,vapor soul"
"7673","Jesse Davidson",3634,30,"spotify:artist:2UQaxuZDAgfB3Nm9O46mAu","https://api.spotify.com/v1/artists/2UQaxuZDAgfB3Nm9O46mAu","adelaide indie"
"7674","Bombay Bicycle Club",733850,66,"spotify:artist:3pTE9iaJTkWns3mxpNQlJV","https://api.spotify.com/v1/artists/3pTE9iaJTkWns3mxpNQlJV","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock"
"7675","Ball Park Music",105929,55,"spotify:artist:1ououJVWgWsHWMYDLvT7sH","https://api.spotify.com/v1/artists/1ououJVWgWsHWMYDLvT7sH","australian garage punk,australian indie,australian pop,brisbane indie"
"7676","Tkay Maidza",65464,59,"spotify:artist:1kMPdZQVdUhMDKDWOJM5iK","https://api.spotify.com/v1/artists/1kMPdZQVdUhMDKDWOJM5iK","australian hip hop,escape room"
"7677","Austen Tayshus",556,20,"spotify:artist:5qTZ9vH8R6tz5H9QWXNf6T","https://api.spotify.com/v1/artists/5qTZ9vH8R6tz5H9QWXNf6T","australian comedy,australian rock"
"7678","Irene Cara",218200,65,"spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G","https://api.spotify.com/v1/artists/3oZa8Xs6IjlIUGLAhVyK4G","dance rock,disco,europop,new wave pop,soft rock"
"7679","Laura Branigan",339128,63,"spotify:artist:4463nfFMmK1cwAWBQDwT5e","https://api.spotify.com/v1/artists/4463nfFMmK1cwAWBQDwT5e","dance rock,europop,new romantic,new wave pop,soft rock,synthpop"
"7680","Michael Jackson",16057649,85,"spotify:artist:3fMbdgg4jU18AjLCKBhRSm","https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm","pop,r&b,soul"
"7681","Joe Cocker",1305857,71,"spotify:artist:3pFCERyEiP5xeN2EsPXhjI","https://api.spotify.com/v1/artists/3pFCERyEiP5xeN2EsPXhjI","album rock,blues rock,classic rock,mellow gold,rock,soft rock"
"7682","Jennifer Warnes",44807,67,"spotify:artist:1BwHztAQKypBuy5WBEdJnG","https://api.spotify.com/v1/artists/1BwHztAQKypBuy5WBEdJnG","classic uk pop,folk,lilith"
"7683","Bonnie Tyler",983636,71,"spotify:artist:0SD4eZCN4Kr0wQk56hCdh2","https://api.spotify.com/v1/artists/0SD4eZCN4Kr0wQk56hCdh2","europop,new wave pop,soft rock"
"7684","Renée & Renato",542,0,"spotify:artist:5TRmDf6KqY9Aes1rYB9Cl7","https://api.spotify.com/v1/artists/5TRmDf6KqY9Aes1rYB9Cl7",NA
"7685","Culture Club",913113,67,"spotify:artist:6kz53iCdBSqhQCZ21CoLcc","https://api.spotify.com/v1/artists/6kz53iCdBSqhQCZ21CoLcc","dance rock,disco,europop,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
"7686","Michael Jackson",16057649,85,"spotify:artist:3fMbdgg4jU18AjLCKBhRSm","https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm","pop,r&b,soul"
"7687","The Police",3772237,78,"spotify:artist:5NGO30tJxFlKixkPSgXcFE","https://api.spotify.com/v1/artists/5NGO30tJxFlKixkPSgXcFE","album rock,art rock,classic rock,dance rock,mellow gold,new wave,permanent wave,rock,soft rock"
"7688","Pat Wilson",93,21,"spotify:artist:2EbIuYqI8tC2H1P0GJztbK","https://api.spotify.com/v1/artists/2EbIuYqI8tC2H1P0GJztbK",NA
"7689","Australian Crawl",224750,58,"spotify:artist:41fDGRDlzczk5Yo2wDo0H4","https://api.spotify.com/v1/artists/41fDGRDlzczk5Yo2wDo0H4","australian alternative rock,australian rock"
"7690","Redgum",55918,47,"spotify:artist:2FBQIV8BJF5SrvXpziFE2M","https://api.spotify.com/v1/artists/2FBQIV8BJF5SrvXpziFE2M","australian country,australian rock"
"7691","Dire Straits",3935842,79,"spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","https://api.spotify.com/v1/artists/0WwSkZ7LtFUFjGjMZBMt6T","album rock,blues rock,classic rock,mellow gold,rock,soft rock"
"7692","Dragon",64823,58,"spotify:artist:622HMYOaiqowUmcd5t3b7t","https://api.spotify.com/v1/artists/622HMYOaiqowUmcd5t3b7t","australian rock,kiwi rock"
"7693","Prince",4757272,77,"spotify:artist:5a2EaR3hamoenG9rDuVn8j","https://api.spotify.com/v1/artists/5a2EaR3hamoenG9rDuVn8j","funk,funk rock,minneapolis sound,synth funk"
"7694","KC & The Sunshine Band",599181,67,"spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo","https://api.spotify.com/v1/artists/3mQBpAOMWYqAZyxtyeo4Lo","disco,funk,motown,soft rock"
"7695","Dionne Warwick",523789,67,"spotify:artist:2JSjCHK79gdaiPWdKiNUNp","https://api.spotify.com/v1/artists/2JSjCHK79gdaiPWdKiNUNp","adult standards,brill building pop,disco,lounge,mellow gold,motown,quiet storm,soft rock,soul"
"7696","Elton John",5974710,85,"spotify:artist:3PhoLpVuITZKcymswpck5b","https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b","glam rock,mellow gold,piano rock,soft rock"
"7697","Eddy Grant",39752,49,"spotify:artist:6j2HWcd7z61iTLbi8eD0hA","https://api.spotify.com/v1/artists/6j2HWcd7z61iTLbi8eD0hA","uk reggae"
"7698","Phil Collins",3172145,80,"spotify:artist:4lxfqrEsLX6N1N4OCSkILp","https://api.spotify.com/v1/artists/4lxfqrEsLX6N1N4OCSkILp","mellow gold,rock drums,soft rock"
"7699","Culture Club",913113,67,"spotify:artist:6kz53iCdBSqhQCZ21CoLcc","https://api.spotify.com/v1/artists/6kz53iCdBSqhQCZ21CoLcc","dance rock,disco,europop,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
"7700","Men Without Hats",116596,59,"spotify:artist:34PLzyi7CdXUekiLHYyqXq","https://api.spotify.com/v1/artists/34PLzyi7CdXUekiLHYyqXq","classic canadian rock,dance rock,new romantic,new wave,new wave pop,synthpop"
"7701","David Bowie",6032982,82,"spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","https://api.spotify.com/v1/artists/0oSGxfWSnnOXhD2fKuz2Gy","album rock,art rock,classic rock,dance rock,glam rock,permanent wave,rock"
"7702","TOTO",1623692,77,"spotify:artist:0PFtn5NtBbbUNbU9EAmIWF","https://api.spotify.com/v1/artists/0PFtn5NtBbbUNbU9EAmIWF","album rock,classic rock,mellow gold,rock,soft rock,yacht rock"
"7703","Real Life",36077,47,"spotify:artist:1n0pe6Cx9pCNvXYkX9TTLX","https://api.spotify.com/v1/artists/1n0pe6Cx9pCNvXYkX9TTLX","dance rock,new romantic,new wave,new wave pop,synthpop"
"7704","Joan Armatrading",155566,55,"spotify:artist:1bdAJUX6JPsnYHbTl5jbk6","https://api.spotify.com/v1/artists/1bdAJUX6JPsnYHbTl5jbk6","classic uk pop,folk,folk rock,lilith,mellow gold,new wave pop,singer-songwriter"
"7705","Toto Coelo",1328,26,"spotify:artist:6J9jWZeMO2D14IJEO1gbmr","https://api.spotify.com/v1/artists/6J9jWZeMO2D14IJEO1gbmr",NA
"7706","Freeez",7768,39,"spotify:artist:5titkTztShEPJSoCL9TXF2","https://api.spotify.com/v1/artists/5titkTztShEPJSoCL9TXF2","brit funk,hi-nrg,post-disco"
"7707","Wham!",1345374,72,"spotify:artist:5lpH0xAS4fVfLkACg9DAuM","https://api.spotify.com/v1/artists/5lpH0xAS4fVfLkACg9DAuM","dance pop,dance rock,disco,europop,new romantic,new wave,new wave pop,soft rock,synthpop"
"7708","Marvin Gaye",3638330,78,"spotify:artist:3koiLjNrgRTNbOwViDipeA","https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA","classic soul,funk,motown,northern soul,quiet storm,soul"
"7709","UB40",1555333,73,"spotify:artist:69MEO1AADKg1IZrq2XLzo5","https://api.spotify.com/v1/artists/69MEO1AADKg1IZrq2XLzo5","reggae,reggae fusion,uk reggae"
"7710","The Belle Stars",6937,40,"spotify:artist:79mvAIaa8bVyObPdeqs2i3","https://api.spotify.com/v1/artists/79mvAIaa8bVyObPdeqs2i3","new wave pop"
"7711","Taco",9428,47,"spotify:artist:6Dxf1ZaJBrpbumiqTTnlIH","https://api.spotify.com/v1/artists/6Dxf1ZaJBrpbumiqTTnlIH",NA
"7712","Lionel Richie",1837105,75,"spotify:artist:3gMaNLQm7D9MornNILzdSl","https://api.spotify.com/v1/artists/3gMaNLQm7D9MornNILzdSl","adult standards,disco,mellow gold,motown,quiet storm,soft rock"
"7713","Chris de Burgh",271124,65,"spotify:artist:2RpHsROrX075xfIwHn6B2U","https://api.spotify.com/v1/artists/2RpHsROrX075xfIwHn6B2U","classic uk pop,mellow gold,new wave pop,soft rock"
"7714","Culture Club",913113,67,"spotify:artist:6kz53iCdBSqhQCZ21CoLcc","https://api.spotify.com/v1/artists/6kz53iCdBSqhQCZ21CoLcc","dance rock,disco,europop,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
"7715","Elton John",5974710,85,"spotify:artist:3PhoLpVuITZKcymswpck5b","https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b","glam rock,mellow gold,piano rock,soft rock"
"7716","Michael Sembello",43707,63,"spotify:artist:771qBvjnXOH9Azr6lKy6FB","https://api.spotify.com/v1/artists/771qBvjnXOH9Azr6lKy6FB","hi-nrg"
"7717","Dolly Parton",1209835,77,"spotify:artist:32vWCbZh0xZ4o9gkz4PsEU","https://api.spotify.com/v1/artists/32vWCbZh0xZ4o9gkz4PsEU","classic country pop,country,country dawn"
"7718","Kenny Rogers",1358925,73,"spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4","https://api.spotify.com/v1/artists/4tw2Lmn9tTPUv7Gy7mVPI4","adult standards,classic country pop,country,mellow gold,nashville sound,soft rock"
"7719","Eurythmics",1113082,72,"spotify:artist:0NKDgy9j66h3DLnN8qu1bB","https://api.spotify.com/v1/artists/0NKDgy9j66h3DLnN8qu1bB","art rock,dance pop,dance rock,europop,mellow gold,new romantic,new wave,new wave pop,rock,soft rock,sophisti-pop,synthpop"
"7720","Annie Lennox",898930,75,"spotify:artist:5MspMQqdVbdwP6ax3GXqum","https://api.spotify.com/v1/artists/5MspMQqdVbdwP6ax3GXqum","europop,folk,mellow gold,new wave pop,pop rock,soft rock"
"7721","Dave Stewart",15343,72,"spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","https://api.spotify.com/v1/artists/7gcCQIlkkfbul5Mt0jBQkg","new wave pop,rock keyboard"
"7722","Naked Eyes",93152,52,"spotify:artist:3C6chBmZ9wzisBhoh8G2nK","https://api.spotify.com/v1/artists/3C6chBmZ9wzisBhoh8G2nK","dance rock,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
"7723","Spandau Ballet",761167,67,"spotify:artist:2urZrEdsq72kx0UzfYN8Yv","https://api.spotify.com/v1/artists/2urZrEdsq72kx0UzfYN8Yv","dance rock,disco,europop,mellow gold,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop"
"7724","David Bowie",6032982,82,"spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","https://api.spotify.com/v1/artists/0oSGxfWSnnOXhD2fKuz2Gy","album rock,art rock,classic rock,dance rock,glam rock,permanent wave,rock"
"7725","Foster & Allen",15812,47,"spotify:artist:53UCUopHRBowldiFYqYdzA","https://api.spotify.com/v1/artists/53UCUopHRBowldiFYqYdzA","irish country,irish folk"
"7726","Carl Carlton",11131,50,"spotify:artist:6gYjIUFuKIBVJfxXnmrd5P","https://api.spotify.com/v1/artists/6gYjIUFuKIBVJfxXnmrd5P",NA
"7727","Musical Youth",20163,50,"spotify:artist:2CuzDPkRD6BJBvdWqCrt2I","https://api.spotify.com/v1/artists/2CuzDPkRD6BJBvdWqCrt2I","uk reggae"
"7728","Haysi Fantayzee",2127,22,"spotify:artist:5CwI4SjmuQ6T3d3pYG1LL3","https://api.spotify.com/v1/artists/5CwI4SjmuQ6T3d3pYG1LL3",NA
"7729","F.R. David",34658,56,"spotify:artist:6GnCucI2uDaYj1j39GFxkn","https://api.spotify.com/v1/artists/6GnCucI2uDaYj1j39GFxkn","french synthpop,italian disco"
"7730","Donna Summer",1123581,72,"spotify:artist:2eogQKWWoohI3BSnoG7E2U","https://api.spotify.com/v1/artists/2eogQKWWoohI3BSnoG7E2U","dance pop,disco,europop,hi-nrg,motown,new wave pop"
"7731","Tim Finn",24409,38,"spotify:artist:6OIoPLnbAe0U4k1NFjqIyN","https://api.spotify.com/v1/artists/6OIoPLnbAe0U4k1NFjqIyN","classic nz pop,kiwi rock,nz singer-songwriter"
"7732","Mike Oldfield",381179,64,"spotify:artist:562Od3CffWedyz2BbeYWVn","https://api.spotify.com/v1/artists/562Od3CffWedyz2BbeYWVn","album rock,art rock,new age,progressive rock,symphonic rock"
"7733","New Order",1303700,72,"spotify:artist:0yNLKJebCb8Aueb54LYya3","https://api.spotify.com/v1/artists/0yNLKJebCb8Aueb54LYya3","art rock,dance rock,madchester,new romantic,new wave,new wave pop,permanent wave,post-punk,rock,synthpop,uk post-punk"
"7734","Duran Duran",1693128,72,"spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","https://api.spotify.com/v1/artists/0lZoBs4Pzo7R89JM9lxwoT","dance rock,new romantic,new wave,new wave pop,rock,synthpop"
"7735","Falco",270764,64,"spotify:artist:0hLd40hVpRDGENe4KGZLnW","https://api.spotify.com/v1/artists/0hLd40hVpRDGENe4KGZLnW","austropop,german pop,neue deutsche welle,new romantic"
"7736","Goanna",63746,47,"spotify:artist:4kmYEa0DFPDv2Opcpjv5el","https://api.spotify.com/v1/artists/4kmYEa0DFPDv2Opcpjv5el","australian rock"
